CaseID,ActivityID,Duration,TimeSinceLastEvent,Timestamp,PlannedDuration,PlannedTimestamp,InstanceID,EndTimestamp,PlannedEndTimestamp
6,4,2161,1130,4849,5070,10739,6,4849,10739
7,13,19,19,19,119,119,7,2748,11478
7,14,298,298,317,240,359,7,2748,11478
7,15,678,678,995,960,1319,7,2748,11478
7,16,161,161,1156,3960,5279,7,2748,11478
7,1,87,87,1243,139,5418,7,2748,11478
7,5,110,23,1266,303,5582,7,2748,11478
7,2,232,209,1475,240,5658,7,2748,11478
7,3,154,154,1629,255,5913,7,2748,11478
7,6,371,8,1637,240,5822,7,2748,11478
7,7,143,143,1780,215,6037,7,2748,11478
7,2,563,412,2192,460,6373,7,2748,11478
7,3,182,182,2374,215,6588,7,2748,11478
7,8,919,325,2699,4890,10927,7,2748,11478
7,4,374,49,2748,4890,11478,7,2748,11478
8,13,1074,1074,1074,933,933,8,7247,14750
8,14,677,677,1751,180,1113,8,7247,14750
8,15,695,695,2446,885,1998,8,7247,14750
8,16,2830,2830,5276,6680,8678,8,7247,14750
8,1,68,68,5344,387,9065,8,7247,14750
8,2,514,514,5858,240,9305,8,7247,14750
8,3,219,219,6077,285,9590,8,7247,14750
8,4,1170,1170,7247,5160,14750,8,7247,14750
9,13,336,336,336,495,495,9,9365,14390
9,14,481,481,817,300,795,9,9365,14390
9,15,625,625,1442,820,1615,9,9365,14390
9,16,218,218,1660,3960,5575,9,9365,14390
9,1,6013,6013,7673,6145,11720,9,9365,14390
9,2,385,385,8058,300,12020,9,9365,14390
9,3,635,635,8693,810,12830,9,9365,14390
9,4,672,672,9365,1560,14390,9,9365,14390
10,13,1088,1088,1088,1580,1580,10,3843,11938
10,14,685,685,1773,240,1820,10,3843,11938
10,15,581,581,2354,905,2725,10,3843,11938
10,16,223,223,2577,3960,6685,10,3843,11938
10,1,96,96,2673,748,7433,10,3843,11938
10,5,154,58,2731,231,6916,10,3843,11938
10,6,187,187,2918,150,7066,10,3843,11938
10,2,758,513,3431,150,7583,10,3843,11938
10,7,643,130,3561,620,7686,10,3843,11938
10,3,152,22,3583,395,7978,10,3843,11938
10,4,193,193,3776,3960,11938,10,3843,11938
10,8,282,67,3843,4200,11886,10,3843,11938
11,13,591,591,591,730,730,11,3654,10940
11,14,257,257,848,180,910,11,3654,10940
11,15,127,127,975,145,1055,11,3654,10940
11,16,20,20,995,2880,3935,11,3654,10940
11,1,1157,1157,2152,1415,5350,11,3654,10940
11,2,346,346,2498,150,5500,11,3654,10940
11,3,179,179,2677,280,5780,11,3654,10940
11,4,977,977,3654,5160,10940,11,3654,10940
12,13,59,59,59,238,238,12,2146,14081
12,14,254,254,313,135,373,12,2146,14081
12,15,319,319,632,280,653,12,2146,14081
12,16,140,140,772,5160,5813,12,2146,14081
12,1,112,112,884,898,6711,12,2146,14081
12,9,216,104,988,227,6040,12,2146,14081
12,5,310,94,1082,974,6787,12,2146,14081
12,10,102,8,1090,150,6190,12,2146,14081
12,11,187,187,1277,455,6645,12,2146,14081
12,2,965,572,1849,240,6951,12,2146,14081
12,6,845,78,1927,240,7027,12,2146,14081
12,3,186,108,2035,415,7366,12,2146,14081
12,4,11,11,2046,6715,14081,12,2146,14081
12,7,157,38,2084,415,7442,12,2146,14081
12,8,47,47,2131,5160,12602,12,2146,14081
12,12,869,15,2146,5005,11650,12,2146,14081
13,13,40,40,40,395,395,13,6843,14130
13,14,475,475,515,165,560,13,6843,14130
13,15,1058,1058,1573,1275,1835,13,6843,14130
13,16,934,934,2507,3960,5795,13,6843,14130
13,5,733,733,3240,1499,7294,13,6843,14130
13,6,1059,1059,4299,300,7594,13,6843,14130
13,7,759,759,5058,970,8564,13,6843,14130
13,1,3004,453,5511,3140,8935,13,6843,14130
13,2,324,324,5835,240,9175,13,6843,14130
13,8,1320,543,6378,3960,12524,13,6843,14130
13,3,808,265,6643,995,10170,13,6843,14130
13,4,200,200,6843,3960,14130,13,6843,14130
14,13,133,133,133,405,405,14,6364,12056
14,14,406,406,539,180,585,14,6364,12056
14,15,749,749,1288,840,1425,14,6364,12056
14,16,164,164,1452,6680,8105,14,6364,12056
14,1,136,136,1588,142,8247,14,6364,12056
14,2,182,182,1770,240,8487,14,6364,12056
14,9,538,220,1990,447,8552,14,6364,12056
14,10,36,36,2026,180,8732,14,6364,12056
14,3,1093,837,2863,1085,9572,14,6364,12056
14,11,987,150,3013,935,9667,14,6364,12056
14,4,289,139,3152,550,10122,14,6364,12056
14,5,1814,114,3266,2331,10436,14,6364,12056
14,12,693,440,3706,385,10052,14,6364,12056
14,6,653,213,3919,180,10616,14,6364,12056
14,7,917,917,4836,890,11506,14,6364,12056
14,8,1528,1528,6364,550,12056,14,6364,12056
15,13,36949,36949,36949,37994,37994,15,44718,57605
15,14,1075,1075,38024,90,38084,15,44718,57605
15,15,983,983,39007,1210,39294,15,44718,57605
15,16,11,11,39018,3780,43074,15,44718,57605
15,1,413,413,39431,1081,44155,15,44718,57605
15,2,859,859,40290,180,44335,15,44718,57605
15,3,928,928,41218,1575,45910,15,44718,57605
15,2,1531,1531,42749,1014,46924,15,44718,57605
15,3,1282,1282,44031,961,47885,15,44718,57605
15,4,687,687,44718,9720,57605,15,44718,57605
16,13,2589,2589,2589,2931,2931,16,8996,11677
16,14,532,532,3121,240,3171,16,8996,11677
16,15,720,720,3841,920,4091,16,8996,11677
16,16,108,108,3949,3960,8051,16,8996,11677
16,1,254,254,4203,778,8829,16,8996,11677
16,5,792,538,4741,1191,9242,16,8996,11677
16,2,894,356,5097,420,9249,16,8996,11677
16,6,792,436,5533,420,9662,16,8996,11677
16,7,1353,1353,6886,1411,11073,16,8996,11677
16,3,2375,586,7472,1410,10659,16,8996,11677
16,4,580,580,8052,320,10979,16,8996,11677
16,8,2110,944,8996,604,11677,16,8996,11677
17,13,390,390,390,927,927,17,32643,39262
17,14,565,565,955,90,1017,17,32643,39262
17,15,1527,1527,2482,2320,3337,17,32643,39262
17,16,1681,1681,4163,3420,6757,17,32643,39262
17,5,1315,1315,5478,3366,10123,17,32643,39262
17,6,2099,2099,7577,90,10213,17,32643,39262
17,7,840,840,8417,1250,11463,17,32643,39262
17,8,427,427,8844,3780,15243,17,32643,39262
17,1,26485,21804,30648,27415,34172,17,32643,39262
17,2,963,963,31611,90,34262,17,32643,39262
17,3,1027,1027,32638,1220,35482,17,32643,39262
17,4,5,5,32643,3780,39262,17,32643,39262
18,13,1730,1730,1730,3180,3180,18,10405,15581
18,14,1590,1590,3320,90,3270,18,10405,15581
18,15,733,733,4053,1240,4510,18,10405,15581
18,14,409,409,4462,5,4515,18,10405,15581
18,15,635,635,5097,935,5450,18,10405,15581
18,16,1115,1115,6212,3780,9230,18,10405,15581
18,1,140,140,6352,671,9901,18,10405,15581
18,2,713,713,7065,240,10141,18,10405,15581
18,3,381,381,7446,280,10421,18,10405,15581
18,4,2959,2959,10405,5160,15581,18,10405,15581
19,13,1283,1283,1283,1317,1317,19,13306,15254
19,14,629,629,1912,360,1677,19,13306,15254
19,15,784,784,2696,700,2377,19,13306,15254
19,16,492,492,3188,550,2927,19,13306,15254
19,5,488,488,3676,518,3445,19,13306,15254
19,6,140,140,3816,170,3615,19,13306,15254
19,7,543,543,4359,465,4080,19,13306,15254
19,6,1150,1150,5509,1210,5290,19,13306,15254
19,7,808,808,6317,920,6210,19,13306,15254
19,8,1037,1037,7354,1175,7385,19,13306,15254
19,1,4568,402,7756,5442,8369,19,13306,15254
19,2,934,934,8690,120,8489,19,13306,15254
19,3,260,260,8950,420,8909,19,13306,15254
19,2,655,655,9605,495,9404,19,13306,15254
19,3,688,688,10293,810,10214,19,13306,15254
19,4,3013,3013,13306,5040,15254,19,13306,15254
20,13,52,52,52,606,606,20,9749,10823
20,14,763,763,815,240,846,20,9749,10823
20,15,542,542,1357,810,1656,20,9749,10823
20,16,7005,7005,8362,3960,5616,20,9749,10823
20,5,53,53,8415,302,5918,20,9749,10823
20,1,167,114,8529,327,5943,20,9749,10823
20,6,268,154,8683,90,6008,20,9749,10823
20,2,278,124,8807,90,6033,20,9749,10823
20,7,562,438,9245,1010,7018,20,9749,10823
20,3,584,146,9391,1010,7043,20,9749,10823
20,8,260,114,9505,3780,10798,20,9749,10823
20,4,358,244,9749,3780,10823,20,9749,10823
21,13,16,16,16,82,82,21,4755,9606
21,14,138,138,154,135,217,21,4755,9606
21,15,157,157,311,285,502,21,4755,9606
21,16,432,432,743,5160,5662,21,4755,9606
21,1,116,116,859,249,5911,21,4755,9606
21,2,223,223,1082,150,6061,21,4755,9606
21,3,155,155,1237,385,6446,21,4755,9606
21,4,3518,3518,4755,3160,9606,21,4755,9606
22,13,34,34,34,139,139,22,7887,15016
22,14,292,292,326,240,379,22,7887,15016
22,15,867,867,1193,945,1324,22,7887,15016
22,16,2060,2060,3253,5160,6484,22,7887,15016
22,5,34,34,3287,47,6531,22,7887,15016
22,6,100,100,3387,150,6681,22,7887,15016
22,1,234,100,3487,2127,8611,22,7887,15016
22,7,189,89,3576,455,7136,22,7887,15016
22,9,410,87,3663,1252,7736,22,7887,15016
22,8,873,786,4449,5005,12141,22,7887,15016
22,10,932,146,4595,150,7886,22,7887,15016
22,11,72,72,4667,350,8236,22,7887,15016
22,12,236,236,4903,2880,11116,22,7887,15016
22,2,2158,742,5645,300,8911,22,7887,15016
22,3,783,783,6428,705,9616,22,7887,15016
22,4,1459,1459,7887,5400,15016,22,7887,15016
23,13,4312,4312,4312,4583,4583,23,19059,19966
23,14,1057,1057,5369,780,5363,23,19059,19966
23,15,832,832,6201,1205,6568,23,19059,19966
23,14,1623,1623,7824,1360,7928,23,19059,19966
23,15,808,808,8632,1075,9003,23,19059,19966
23,16,4090,4090,12722,1075,10078,23,19059,19966
23,1,172,172,12894,287,10365,23,19059,19966
23,2,179,179,13073,150,10515,23,19059,19966
23,5,426,75,13148,813,10891,23,19059,19966
23,6,659,659,13807,330,11221,23,19059,19966
23,3,828,94,13901,870,11385,23,19059,19966
23,7,787,693,14594,5001,16222,23,19059,19966
23,2,983,290,14884,905,12290,23,19059,19966
23,3,834,834,15718,4941,17231,23,19059,19966
23,8,2207,1083,16801,2854,19076,23,19059,19966
23,4,3341,2258,19059,2735,19966,23,19059,19966
24,13,343,343,343,989,989,24,12356,17813
24,14,830,830,1173,240,1229,24,12356,17813
24,15,134,134,1307,270,1499,24,12356,17813
24,14,515,515,1822,380,1879,24,12356,17813
24,15,156,156,1978,260,2139,24,12356,17813
24,16,1966,1966,3944,5100,7239,24,12356,17813
24,1,98,98,4042,295,7534,24,12356,17813
24,5,389,291,4333,921,8160,24,12356,17813
24,2,382,91,4424,240,7774,24,12356,17813
24,3,143,143,4567,270,8044,24,12356,17813
24,9,657,34,4601,3954,11193,24,12356,17813
24,6,814,546,5147,300,8460,24,12356,17813
24,4,2015,1435,6582,5070,13114,24,12356,17813
24,7,1544,109,6691,910,9370,24,12356,17813
24,10,2422,332,7023,210,11403,24,12356,17813
24,11,947,947,7970,330,11733,24,12356,17813
24,6,2210,931,8901,2855,12225,24,12356,17813
24,7,805,805,9706,960,13185,24,12356,17813
24,10,1868,132,9838,1460,13193,24,12356,17813
24,11,949,949,10787,810,14003,24,12356,17813
24,8,1629,548,11335,3960,17145,24,12356,17813
24,12,1569,1021,12356,3810,17813,24,12356,17813
25,13,380,380,380,1233,1233,25,15400,22232
25,14,944,944,1324,150,1383,25,15400,22232
25,15,821,821,2145,1030,2413,25,15400,22232
25,14,1167,1167,3312,925,3338,25,15400,22232
25,15,631,631,3943,705,4043,25,15400,22232
25,16,5859,5859,9802,4230,8273,25,15400,22232
25,1,72,72,9874,692,8965,25,15400,22232
25,5,87,15,9889,59,8332,25,15400,22232
25,6,171,171,10060,240,8572,25,15400,22232
25,9,820,562,10622,3204,11477,25,15400,22232
25,2,851,103,10725,270,9235,25,15400,22232
25,7,864,199,10924,970,9542,25,15400,22232
25,8,122,122,11046,3960,13502,25,15400,22232
25,3,1062,741,11787,930,10165,25,15400,22232
25,10,2586,1421,13208,240,11717,25,15400,22232
25,11,705,705,13913,815,12532,25,15400,22232
25,12,213,213,14126,9700,22232,25,15400,22232
25,4,3613,1274,15400,435,10600,25,15400,22232
26,13,525,525,525,860,860,26,5771,12996
26,14,368,368,893,90,950,26,5771,12996
26,15,1424,1424,2317,1935,2885,26,5771,12996
26,16,1287,1287,3604,3780,6665,26,5771,12996
26,1,494,494,4098,1211,7876,26,5771,12996
26,2,772,772,4870,90,7966,26,5771,12996
26,3,897,897,5767,1250,9216,26,5771,12996
26,4,4,4,5771,3780,12996,26,5771,12996
27,13,78,78,78,814,814,27,2220,14144
27,14,812,812,890,135,949,27,2220,14144
27,15,290,290,1180,300,1249,27,2220,14144
27,16,24,24,1204,5100,6349,27,2220,14144
27,1,51,51,1255,115,6464,27,2220,14144
27,2,227,227,1482,240,6704,27,2220,14144
27,3,731,731,2213,975,7679,27,2220,14144
27,4,7,7,2220,6465,14144,27,2220,14144
28,13,2591,2591,2591,2741,2741,28,10187,14650
28,14,265,265,2856,150,2891,28,10187,14650
28,15,761,761,3617,1000,3891,28,10187,14650
28,14,862,862,4479,640,4531,28,10187,14650
28,15,183,183,4662,95,4626,28,10187,14650
28,16,2649,2649,7311,4230,8856,28,10187,14650
28,1,48,48,7359,123,8979,28,10187,14650
28,5,534,486,7845,1064,9920,28,10187,14650
28,2,596,110,7955,420,9399,28,10187,14650
28,6,563,453,8408,90,10010,28,10187,14650
28,7,495,495,8903,860,10870,28,10187,14650
28,3,1048,100,9003,1240,10639,28,10187,14650
28,4,365,365,9368,360,10999,28,10187,14650
28,8,1284,819,10187,3780,14650,28,10187,14650
29,13,36,36,36,1045,1045,29,7196,16232
29,14,1195,1195,1231,240,1285,29,7196,16232
29,15,884,884,2115,995,2280,29,7196,16232
29,16,2,2,2117,4680,6960,29,7196,16232
29,1,9,9,2126,342,7302,29,7196,16232
29,2,583,583,2709,300,7602,29,7196,16232
29,3,322,322,3031,510,8112,29,7196,16232
29,2,784,784,3815,660,8772,29,7196,16232
29,3,1805,1805,5620,1155,9927,29,7196,16232
29,2,193,193,5813,845,10772,29,7196,16232
29,3,939,939,6752,1500,12272,29,7196,16232
29,4,444,444,7196,3960,16232,29,7196,16232
30,13,1244,1244,1244,1545,1545,30,25406,28141
30,14,411,411,1655,150,1695,30,25406,28141
30,15,606,606,2261,725,2420,30,25406,28141
30,14,192,192,2453,95,2515,30,25406,28141
30,15,242,242,2695,210,2725,30,25406,28141
30,16,2184,2184,4879,4170,6895,30,25406,28141
30,5,24,24,4903,56,6951,30,25406,28141
30,6,241,241,5144,240,7191,30,25406,28141
30,7,516,516,5660,785,7976,30,25406,28141
30,1,892,111,5771,1024,7919,30,25406,28141
30,8,159,48,5819,3960,11936,30,25406,28141
30,2,559,511,6330,420,8339,30,25406,28141
30,3,726,726,7056,845,9184,30,25406,28141
30,4,2341,2341,9397,3960,13144,30,25406,28141
30,9,15981,11463,20860,16266,23161,30,25406,28141
30,10,512,512,21372,240,23401,30,25406,28141
30,11,521,521,21893,780,24181,30,25406,28141
30,12,3513,3513,25406,3960,28141,30,25406,28141
31,13,31,31,31,114,114,31,36113,14485
31,14,260,260,291,240,354,31,36113,14485
31,15,342,342,633,465,819,31,36113,14485
31,16,33561,33561,34194,5760,6579,31,36113,14485
31,1,10,10,34204,139,6718,31,36113,14485
31,5,87,77,34281,216,6795,31,36113,14485
31,2,305,228,34509,240,6958,31,36113,14485
31,6,310,82,34591,240,7035,31,36113,14485
31,3,818,736,35327,975,7933,31,36113,14485
31,7,741,5,35332,985,8020,31,36113,14485
31,8,7,7,35339,6465,14485,31,36113,14485
31,4,786,774,36113,5040,12973,31,36113,14485
32,13,16424,16424,16424,16955,16955,32,28536,34159
32,14,556,556,16980,90,17045,32,28536,34159
32,15,605,605,17585,820,17865,32,28536,34159
32,14,958,958,18543,725,18590,32,28536,34159
32,15,229,229,18772,695,19285,32,28536,34159
32,16,4388,4388,23160,3780,23065,32,28536,34159
32,1,283,283,23443,509,23574,32,28536,34159
32,2,429,429,23872,240,23814,32,28536,34159
32,3,369,369,24241,1305,25119,32,28536,34159
32,4,588,588,24829,9040,34159,32,28536,34159
32,5,1674,5,24834,1768,24833,32,28536,34159
32,6,209,209,25043,150,24983,32,28536,34159
32,7,634,634,25677,585,25568,32,28536,34159
32,6,1538,1538,27215,1530,27098,32,28536,34159
32,7,1248,1248,28463,570,27668,32,28536,34159
32,8,73,73,28536,4230,31898,32,28536,34159
33,13,256,256,256,1438,1438,33,10351,15095
33,14,1209,1209,1465,90,1528,33,10351,15095
33,15,911,911,2376,1240,2768,33,10351,15095
33,14,461,461,2837,125,2893,33,10351,15095
33,15,399,399,3236,800,3693,33,10351,15095
33,16,3070,3070,6306,3780,7473,33,10351,15095
33,9,83,83,6389,141,7614,33,10351,15095
33,1,93,10,6399,136,7609,33,10351,15095
33,2,166,166,6565,135,7744,33,10351,15095
33,10,176,0,6565,150,7764,33,10351,15095
33,11,122,122,6687,110,7874,33,10351,15095
33,3,201,79,6766,295,8039,33,10351,15095
33,12,151,72,6838,4230,12104,33,10351,15095
33,4,111,39,6877,5160,13199,33,10351,15095
33,5,950,379,7256,1082,8555,33,10351,15095
33,6,321,321,7577,240,8795,33,10351,15095
33,7,758,758,8335,915,9710,33,10351,15095
33,6,399,399,8734,165,9875,33,10351,15095
33,7,1276,1276,10010,1260,11135,33,10351,15095
33,8,341,341,10351,3960,15095,33,10351,15095
34,13,355,355,355,1290,1290,34,14463,19413
34,14,1310,1310,1665,300,1590,34,14463,19413
34,15,672,672,2337,805,2395,34,14463,19413
34,16,1257,1257,3594,2940,5335,34,14463,19413
34,1,3529,3529,7123,3858,9193,34,14463,19413
34,2,702,702,7825,90,9283,34,14463,19413
34,3,524,524,8349,815,10098,34,14463,19413
34,2,3647,3647,11996,3695,13793,34,14463,19413
34,3,1346,1346,13342,1840,15633,34,14463,19413
34,4,1121,1121,14463,3780,19413,34,14463,19413
35,13,6225,6225,6225,7282,7282,35,11681,18223
35,14,1083,1083,7308,90,7372,35,11681,18223
35,15,850,850,8158,1250,8622,35,11681,18223
35,16,1310,1310,9468,3780,12402,35,11681,18223
35,1,190,190,9658,241,12643,35,11681,18223
35,2,135,135,9793,135,12778,35,11681,18223
35,5,405,80,9873,1220,13622,35,11681,18223
35,3,166,86,9959,285,13063,35,11681,18223
35,4,337,337,10296,5160,18223,35,11681,18223
35,6,941,518,10814,155,13777,35,11681,18223
35,7,276,276,11090,250,14027,35,11681,18223
35,8,591,591,11681,2880,16907,35,11681,18223
36,13,929,929,929,1315,1315,36,9762,17357
36,14,590,590,1519,240,1555,36,9762,17357
36,15,502,502,2021,845,2400,36,9762,17357
36,16,636,636,2657,3960,6360,36,9762,17357
36,1,5505,5505,8162,5877,12237,36,9762,17357
36,2,584,584,8746,240,12477,36,9762,17357
36,3,157,157,8903,920,13397,36,9762,17357
36,4,859,859,9762,3960,17357,36,9762,17357
37,13,163,163,163,1048,1048,37,29478,17916
37,14,1005,1005,1168,180,1228,37,29478,17916
37,15,981,981,2149,1050,2278,37,29478,17916
37,14,668,668,2817,600,2878,37,29478,17916
37,15,192,192,3009,260,3138,37,29478,17916
37,16,1421,1421,4430,5160,8298,37,29478,17916
37,9,569,569,4999,1329,9627,37,29478,17916
37,10,1150,1150,6149,420,10047,37,29478,17916
37,1,2080,361,6510,2713,11011,37,29478,17916
37,11,950,589,7099,1160,11207,37,29478,17916
37,2,697,108,7207,90,11101,37,29478,17916
37,3,625,625,7832,1100,12201,37,29478,17916
37,5,3975,573,8405,4843,13141,37,29478,17916
37,12,1314,8,8413,635,11842,37,29478,17916
37,6,928,920,9333,90,13231,37,29478,17916
37,7,493,493,9826,905,14136,37,29478,17916
37,4,3734,1740,11566,3780,15981,37,29478,17916
37,8,19652,17912,29478,3780,17916,37,29478,17916
38,13,4545,4545,4545,4654,4654,38,13619,15554
38,14,199,199,4744,180,4834,38,13619,15554
38,15,551,551,5295,555,5389,38,13619,15554
38,14,240,240,5535,205,5594,38,13619,15554
38,15,779,779,6314,775,6369,38,13619,15554
38,16,1125,1125,7439,2820,9189,38,13619,15554
38,1,29,29,7468,898,10087,38,13619,15554
38,9,515,486,7954,490,9679,38,13619,15554
38,10,219,219,8173,300,9979,38,13619,15554
38,2,1049,344,8517,240,10327,38,13619,15554
38,5,1161,83,8600,1213,10402,38,13619,15554
38,6,352,352,8952,360,10762,38,13619,15554
38,11,946,167,9119,1115,11094,38,13619,15554
38,3,773,171,9290,950,11277,38,13619,15554
38,7,716,378,9668,875,11637,38,13619,15554
38,6,1042,1042,10710,999,12636,38,13619,15554
38,2,1485,65,10775,1365,12642,38,13619,15554
38,10,2438,782,11557,2389,13483,38,13619,15554
38,7,937,90,11647,928,13564,38,13619,15554
38,3,894,22,11669,927,13569,38,13619,15554
38,4,529,529,12198,393,13962,38,13619,15554
38,11,937,296,12494,928,14411,38,13619,15554
38,8,1137,290,12784,1143,14707,38,13619,15554
38,12,1125,835,13619,1143,15554,38,13619,15554
39,13,2875,2875,2875,2920,2920,39,21849,24109
39,14,303,303,3178,300,3220,39,21849,24109
39,15,727,727,3905,855,4075,39,21849,24109
39,14,316,316,4221,185,4260,39,21849,24109
39,15,93,93,4314,300,4560,39,21849,24109
39,16,1591,1591,5905,2100,6660,39,21849,24109
39,9,77,77,5982,385,7045,39,21849,24109
39,10,639,639,6621,300,7345,39,21849,24109
39,11,710,710,7331,805,8150,39,21849,24109
39,12,44,44,7375,1560,9710,39,21849,24109
39,5,2084,614,7989,3190,9850,39,21849,24109
39,6,1377,1377,9366,300,10150,39,21849,24109
39,7,659,659,10025,840,10990,39,21849,24109
39,8,315,315,10340,1560,12550,39,21849,24109
39,1,14484,10049,20389,14854,21514,39,21849,24109
39,2,688,688,21077,300,21814,39,21849,24109
39,3,719,719,21796,735,22549,39,21849,24109
39,4,53,53,21849,1560,24109,39,21849,24109
40,13,104,104,104,390,390,40,11204,13866
40,14,444,444,548,180,570,40,11204,13866
40,15,162,162,710,225,795,40,11204,13866
40,14,441,441,1151,675,1470,40,11204,13866
40,15,345,345,1496,390,1860,40,11204,13866
40,16,6015,6015,7511,3960,5820,40,11204,13866
40,1,1147,1147,8658,1476,7296,40,11204,13866
40,2,525,525,9183,240,7536,40,11204,13866
40,3,596,596,9779,740,8276,40,11204,13866
40,4,1425,1425,11204,5590,13866,40,11204,13866
41,13,103,103,103,132,132,41,2967,12314
41,14,107,107,210,135,267,41,2967,12314
41,15,193,193,403,295,562,41,2967,12314
41,16,68,68,471,5100,5662,41,2967,12314
41,1,73,73,544,112,5774,41,2967,12314
41,2,99,99,643,120,5894,41,2967,12314
41,3,1610,1610,2253,980,6874,41,2967,12314
41,4,714,714,2967,5440,12314,41,2967,12314
42,13,14618,14618,14618,14735,14735,42,23106,26564
42,14,396,396,15014,300,15035,42,23106,26564
42,15,536,536,15550,740,15775,42,23106,26564
42,16,115,115,15665,1560,17335,42,23106,26564
42,1,41,41,15706,781,18116,42,23106,26564
42,5,197,156,15862,139,17474,42,23106,26564
42,6,62,62,15924,180,17654,42,23106,26564
42,2,865,647,16571,150,18266,42,23106,26564
42,3,172,172,16743,125,18391,42,23106,26564
42,9,1230,152,16895,1320,18655,42,23106,26564
42,10,347,347,17242,300,18955,42,23106,26564
42,7,1497,179,17421,980,18634,42,23106,26564
42,11,655,476,17897,750,19705,42,23106,26564
