CaseID,ActivityID,Duration,TimeSinceLastEvent,Timestamp
20,4,358,244,1387
20,13,52,52,1439
20,14,763,763,2202
20,15,542,542,2744
20,16,7005,7005,9749
21,1,116,116,116
21,2,223,223,339
21,3,155,155,494
21,4,3518,3518,4012
21,13,16,16,4028
21,14,138,138,4166
21,15,157,157,4323
21,16,432,432,4755
22,5,34,34,34
22,6,100,100,134
22,1,234,100,234
22,7,189,89,323
22,9,410,87,410
22,8,873,786,1196
22,10,932,146,1342
22,11,72,72,1414
22,12,236,236,1650
22,2,2158,742,2392
22,3,783,783,3175
22,4,1459,1459,4634
22,13,34,34,4668
22,14,292,292,4960
22,15,867,867,5827
22,16,2060,2060,7887
23,1,172,172,172
23,2,179,179,351
23,5,426,75,426
23,6,659,659,1085
23,3,828,94,1179
23,7,787,693,1872
23,2,983,290,2162
23,3,834,834,2996
23,8,2207,1083,4079
23,4,3341,2258,6337
23,13,4312,4312,10649
23,14,1057,1057,11706
23,15,832,832,12538
23,14,1623,1623,14161
23,15,808,808,14969
23,16,4090,4090,19059
24,1,98,98,98
24,5,389,291,389
24,2,382,91,480
24,3,143,143,623
24,9,657,34,657
24,6,814,546,1203
24,4,2015,1435,2638
24,7,1544,109,2747
24,10,2422,332,3079
24,11,947,947,4026
24,6,2210,931,4957
24,7,805,805,5762
24,10,1868,132,5894
24,11,949,949,6843
24,8,1629,548,7391
24,12,1569,1021,8412
24,13,343,343,8755
24,14,830,830,9585
24,15,134,134,9719
24,14,515,515,10234
24,15,156,156,10390
24,16,1966,1966,12356
25,1,72,72,72
25,5,87,15,87
25,6,171,171,258
25,9,820,562,820
25,2,851,103,923
25,7,864,199,1122
25,8,122,122,1244
25,3,1062,741,1985
25,10,2586,1421,3406
25,11,705,705,4111
25,12,213,213,4324
25,4,3613,1274,5598
25,13,380,380,5978
25,14,944,944,6922
25,15,821,821,7743
25,14,1167,1167,8910
25,15,631,631,9541
25,16,5859,5859,15400
26,1,494,494,494
26,2,772,772,1266
26,3,897,897,2163
26,4,4,4,2167
26,13,525,525,2692
26,14,368,368,3060
26,15,1424,1424,4484
26,16,1287,1287,5771
27,1,51,51,51
27,2,227,227,278
27,3,731,731,1009
27,4,7,7,1016
27,13,78,78,1094
27,14,812,812,1906
27,15,290,290,2196
27,16,24,24,2220
28,1,48,48,48
28,5,534,486,534
28,2,596,110,644
28,6,563,453,1097
28,7,495,495,1592
28,3,1048,100,1692
28,4,365,365,2057
28,8,1284,819,2876
28,13,2591,2591,5467
28,14,265,265,5732
28,15,761,761,6493
28,14,862,862,7355
28,15,183,183,7538
28,16,2649,2649,10187
29,1,9,9,9
29,2,583,583,592
29,3,322,322,914
29,2,784,784,1698
29,3,1805,1805,3503
29,2,193,193,3696
29,3,939,939,4635
29,4,444,444,5079
29,13,36,36,5115
29,14,1195,1195,6310
29,15,884,884,7194
29,16,2,2,7196
30,5,24,24,24
30,6,241,241,265
30,7,516,516,781
30,1,892,111,892
30,8,159,48,940
30,2,559,511,1451
30,3,726,726,2177
30,4,2341,2341,4518
30,9,15981,11463,15981
30,10,512,512,16493
30,11,521,521,17014
30,12,3513,3513,20527
30,13,1244,1244,21771
30,14,411,411,22182
30,15,606,606,22788
30,14,192,192,22980
30,15,242,242,23222
30,16,2184,2184,25406
31,1,10,10,10
31,5,87,77,87
31,2,305,228,315
31,6,310,82,397
31,3,818,736,1133
31,7,741,5,1138
31,8,7,7,1145
31,4,786,774,1919
31,13,31,31,1950
31,14,260,260,2210
31,15,342,342,2552
31,16,33561,33561,36113
32,1,283,283,283
32,2,429,429,712
32,3,369,369,1081
32,4,588,588,1669
32,5,1674,5,1674
32,6,209,209,1883
32,7,634,634,2517
32,6,1538,1538,4055
32,7,1248,1248,5303
32,8,73,73,5376
32,13,16424,16424,21800
32,14,556,556,22356
32,15,605,605,22961
32,14,958,958,23919
32,15,229,229,24148
32,16,4388,4388,28536
33,9,83,83,83
33,1,93,10,93
33,2,166,166,259
33,10,176,0,259
33,11,122,122,381
33,3,201,79,460
33,12,151,72,532
33,4,111,39,571
33,5,950,379,950
33,6,321,321,1271
33,7,758,758,2029
33,6,399,399,2428
33,7,1276,1276,3704
33,8,341,341,4045
33,13,256,256,4301
33,14,1209,1209,5510
33,15,911,911,6421
33,14,461,461,6882
33,15,399,399,7281
33,16,3070,3070,10351
34,1,3529,3529,3529
34,2,702,702,4231
34,3,524,524,4755
34,2,3647,3647,8402
34,3,1346,1346,9748
34,4,1121,1121,10869
34,13,355,355,11224
34,14,1310,1310,12534
34,15,672,672,13206
34,16,1257,1257,14463
35,1,190,190,190
35,2,135,135,325
35,5,405,80,405
35,3,166,86,491
35,4,337,337,828
35,6,941,518,1346
35,7,276,276,1622
35,8,591,591,2213
35,13,6225,6225,8438
35,14,1083,1083,9521
35,15,850,850,10371
35,16,1310,1310,11681
36,1,5505,5505,5505
36,2,584,584,6089
36,3,157,157,6246
36,4,859,859,7105
36,13,929,929,8034
36,14,590,590,8624
36,15,502,502,9126
36,16,636,636,9762
37,9,569,569,569
37,10,1150,1150,1719
37,1,2080,361,2080
37,11,950,589,2669
37,2,697,108,2777
37,3,625,625,3402
37,5,3975,573,3975
37,12,1314,8,3983
37,6,928,920,4903
37,7,493,493,5396
37,4,3734,1740,7136
37,8,19652,17912,25048
37,13,163,163,25211
37,14,1005,1005,26216
37,15,981,981,27197
37,14,668,668,27865
37,15,192,192,28057
37,16,1421,1421,29478
38,1,29,29,29
38,9,515,486,515
38,10,219,219,734
38,2,1049,344,1078
38,5,1161,83,1161
38,6,352,352,1513
38,11,946,167,1680
38,3,773,171,1851
38,7,716,378,2229
38,6,1042,1042,3271
38,2,1485,65,3336
38,10,2438,782,4118
38,7,937,90,4208
38,3,894,22,4230
38,4,529,529,4759
38,11,937,296,5055
38,8,1137,290,5345
38,12,1125,835,6180
38,13,4545,4545,10725
38,14,199,199,10924
38,15,551,551,11475
38,14,240,240,11715
38,15,779,779,12494
38,16,1125,1125,13619
39,9,77,77,77
39,10,639,639,716
39,11,710,710,1426
39,12,44,44,1470
39,5,2084,614,2084
39,6,1377,1377,3461
39,7,659,659,4120
39,8,315,315,4435
39,1,14484,10049,14484
39,2,688,688,15172
39,3,719,719,15891
39,4,53,53,15944
39,13,2875,2875,18819
39,14,303,303,19122
39,15,727,727,19849
39,14,316,316,20165
39,15,93,93,20258
39,16,1591,1591,21849
40,1,1147,1147,1147
40,2,525,525,1672
40,3,596,596,2268
40,4,1425,1425,3693
40,13,104,104,3797
40,14,444,444,4241
40,15,162,162,4403
40,14,441,441,4844
40,15,345,345,5189
40,16,6015,6015,11204
41,1,73,73,73
41,2,99,99,172
41,3,1610,1610,1782
41,4,714,714,2496
41,13,103,103,2599
41,14,107,107,2706
41,15,193,193,2899
41,16,68,68,2967
42,1,41,41,41
42,5,197,156,197
42,6,62,62,259
42,2,865,647,906
42,3,172,172,1078
42,9,1230,152,1230
42,10,347,347,1577
42,7,1497,179,1756
42,11,655,476,2232
42,6,979,503,2735
42,2,1786,129,2864
42,7,670,541,3405
42,3,592,51,3456
42,12,1633,409,3865
42,8,1202,742,4607
42,4,3985,2834,7441
42,13,14618,14618,22059
42,14,396,396,22455
42,15,536,536,22991
42,16,115,115,23106
43,5,90,90,90
43,6,922,922,1012
43,7,795,795,1807
43,8,1025,1025,2832
43,9,3064,232,3064
43,10,495,495,3559
43,11,693,693,4252
43,12,311,311,4563
43,1,21475,16912,21475
43,2,1785,1785,23260
43,3,871,871,24131
43,4,354,354,24485
43,13,1028,1028,25513
43,14,1968,1968,27481
43,15,1157,1157,28638
43,16,159,159,28797
44,1,1181,1181,1181
44,2,712,712,1893
44,3,946,946,2839
44,4,797,797,3636
44,13,1525,1525,5161
44,14,116,116,5277
44,15,155,155,5432
44,14,856,856,6288
44,15,127,127,6415
44,16,1055,1055,7470
45,1,248,248,248
45,2,925,925,1173
45,3,204,204,1377
45,4,14,14,1391
45,13,111,111,1502
45,14,260,260,1762
45,15,527,527,2289
45,16,7497,7497,9786
46,1,3,3,3
46,2,432,432,435
46,3,1031,1031,1466
46,4,985,985,2451
46,13,685,685,3136
46,14,728,728,3864
46,15,458,458,4322
46,16,1475,1475,5797
47,5,32,32,32
47,1,90,58,90
47,6,95,37,127
47,7,146,146,273
47,2,194,11,284
47,3,105,105,389
47,4,588,588,977
47,8,3803,3099,4076
47,13,175,175,4251
47,14,300,300,4551
47,15,612,612,5163
47,16,297,297,5460
48,5,2238,2238,2238
48,6,193,193,2431
48,7,498,498,2929
48,1,3296,367,3296
48,2,370,370,3666
48,3,654,654,4320
48,6,1418,27,4347
48,2,649,622,4969
48,7,1312,690,5659
48,3,1625,935,6594
48,8,1220,285,6879
48,4,904,619,7498
48,13,11,11,7509
48,14,911,911,8420
48,15,951,951,9371
48,16,3792,3792,13163
49,5,80,80,80
49,9,95,15,95
49,10,1073,1073,1168
49,6,1164,76,1244
49,11,202,126,1370
49,7,244,118,1488
49,12,1202,1084,2572
49,1,2849,277,2849
49,2,716,716,3565
49,3,827,827,4392
49,8,4262,1358,5750
49,2,2014,656,6406
49,3,2927,2927,9333
49,4,2,2,9335
49,13,21,21,9356
49,14,157,157,9513
49,15,143,143,9656
49,16,3720,3720,13376
50,1,280,280,280
50,2,302,302,582
50,5,785,203,785
50,9,810,25,810
50,6,621,596,1406
50,3,1482,658,2064
50,4,71,71,2135
50,7,1006,277,2412
50,8,55,55,2467
50,10,1777,120,2587
50,11,1016,1016,3603
50,12,38,38,3641
50,13,459,459,4100
50,14,727,727,4827
50,15,514,514,5341
50,16,2293,2293,7634
51,1,2917,2917,2917
51,2,567,567,3484
51,3,528,528,4012
51,4,1369,1369,5381
51,13,13324,13324,18705
51,14,927,927,19632
51,15,960,960,20592
51,14,829,829,21421
51,15,607,607,22028
51,16,179,179,22207
52,1,537,537,537
52,2,927,927,1464
52,3,971,971,2435
52,2,534,534,2969
52,3,401,401,3370
52,4,111,111,3481
52,13,62,62,3543
52,14,497,497,4040
52,15,147,147,4187
52,16,5098,5098,9285
53,1,267,267,267
53,2,938,938,1205
53,3,1009,1009,2214
53,4,2203,2203,4417
53,13,65,65,4482
53,14,165,165,4647
53,15,151,151,4798
53,16,20,20,4818
54,5,89,89,89
54,1,99,10,99
54,6,1168,1158,1257
54,2,1213,55,1312
54,3,157,157,1469
54,7,780,568,2037
54,9,2148,111,2148
54,10,161,161,2309
54,11,436,436,2745
54,2,1485,209,2954
54,10,585,376,3330
54,8,1329,36,3366
54,3,778,366,3732
54,11,952,550,4282
54,12,1014,1014,5296
54,4,3164,1600,6896
54,13,663,663,7559
54,14,986,986,8545
54,15,625,625,9170
54,14,326,326,9496
54,15,115,115,9611
54,16,3885,3885,13496
55,9,65,65,65
55,5,74,9,74
55,1,126,52,126
55,10,180,119,245
55,2,291,172,417
55,11,229,57,474
55,3,263,206,680
55,2,461,461,1141
55,6,1106,39,1180
55,7,229,229,1409
55,8,53,53,1462
55,12,1000,12,1474
55,3,459,126,1600
55,4,1000,1000,2600
55,13,870,870,3470
55,14,318,318,3788
55,15,695,695,4483
55,14,989,989,5472
55,15,409,409,5881
55,16,1598,1598,7479
56,9,54,54,54
56,1,170,116,170
56,5,203,33,203
56,6,179,179,382
56,7,136,136,518
56,8,102,102,620
56,2,801,351,971
56,3,217,217,1188
56,2,429,429,1617
56,10,1833,270,1887
56,11,229,229,2116
56,12,85,85,2201
56,3,767,183,2384
56,4,363,363,2747
56,13,113,113,2860
56,14,174,174,3034
56,15,145,145,3179
56,16,763,763,3942
57,1,2,2,2
57,5,27,25,27
57,9,115,88,115
57,6,318,230,345
57,10,323,93,438
57,2,486,50,488
57,3,507,507,995
57,11,569,12,1007
57,7,745,83,1090
57,6,211,211,1301
57,10,360,66,1367
57,7,1392,1326,2693
57,8,226,226,2919
57,11,1672,120,3039
57,12,908,908,3947
57,2,3143,191,4138
57,3,1016,1016,5154
57,4,212,212,5366
57,13,451,451,5817
57,14,672,672,6489
57,15,160,160,6649
57,14,386,386,7035
57,15,108,108,7143
57,16,28,28,7171
58,1,58,58,58
58,2,168,168,226
58,5,374,148,374
58,3,204,56,430
58,4,709,709,1139
58,6,1024,259,1398
58,7,943,943,2341
58,8,1242,1242,3583
58,13,854,854,4437
58,14,519,519,4956
58,15,897,897,5853
58,16,93,93,5946
59,1,95,95,95
59,5,284,189,284
59,6,416,416,700
59,2,776,171,871
59,3,168,168,1039
59,4,407,407,1446
59,7,824,78,1524
59,9,1659,135,1659
59,6,714,579,2238
59,7,484,484,2722
59,8,126,126,2848
59,10,3593,2404,5252
59,11,686,686,5938
59,12,791,791,6729
59,13,1096,1096,7825
59,14,1793,1793,9618
59,15,547,547,10165
59,16,6564,6564,16729
60,1,83,83,83
60,9,184,101,184
60,2,275,174,358
60,10,268,94,452
60,5,560,108,560
60,11,117,9,569
60,3,631,420,989
60,4,15,15,1004
60,12,566,131,1135
60,6,3370,2795,3930
60,7,811,811,4741
60,6,1443,1443,6184
60,7,525,525,6709
60,8,148,148,6857
60,13,84,84,6941
60,14,1241,1241,8182
60,15,680,680,8862
60,16,828,828,9690
61,5,23,23,23
61,6,315,315,338
61,7,667,667,1005
61,9,1263,258,1263
61,10,284,284,1547
61,6,642,100,1647
61,7,574,574,2221
61,11,717,43,2264
61,8,95,52,2316
61,10,436,384,2700
61,1,2737,37,2737
61,2,346,346,3083
61,3,559,559,3642
61,2,451,451,4093
61,3,127,127,4220
61,11,2434,914,5134
61,12,34,34,5168
61,4,1433,485,5653
61,13,86,86,5739
61,14,57,57,5796
61,15,224,224,6020
61,16,2371,2371,8391
62,5,154,154,154
62,1,372,218,372
62,6,361,143,515
62,7,576,576,1091
62,8,135,135,1226
62,2,1167,313,1539
62,3,136,136,1675
62,2,266,266,1941
62,3,791,791,2732
62,4,1572,1572,4304
62,13,1567,1567,5871
62,14,907,907,6778
62,15,483,483,7261
62,16,1361,1361,8622
63,5,713,713,713
63,6,494,494,1207
63,1,2047,840,2047
63,2,304,304,2351
63,7,1735,591,2942
63,3,897,306,3248
63,2,1285,1285,4533
63,3,256,256,4789
63,6,2406,559,5348
63,4,995,436,5784
63,7,501,65,5849
63,8,120,120,5969
63,13,1639,1639,7608
63,14,426,426,8034
63,15,1690,1690,9724
63,16,1703,1703,11427
64,1,71,71,71
64,5,144,73,144
64,6,88,88,232
64,9,245,13,245
64,2,202,28,273
64,3,191,191,464
64,7,501,269,733
64,10,571,83,816
64,8,162,79,895
64,11,174,95,990
64,12,56,56,1046
64,4,3724,3142,4188
64,13,304,304,4492
64,14,1225,1225,5717
64,15,762,762,6479
64,16,2775,2775,9254
65,1,136,136,136
65,2,107,107,243
65,3,182,182,425
65,4,855,855,1280
65,13,148,148,1428
65,14,1039,1039,2467
65,15,163,163,2630
65,14,859,859,3489
65,15,238,238,3727
65,16,1759,1759,5486
66,1,4404,4404,4404
66,2,678,678,5082
66,3,816,816,5898
66,4,5758,5758,11656
66,13,338,338,11994
66,14,702,702,12696
66,15,80,80,12776
66,14,2295,2295,15071
66,15,774,774,15845
66,16,1116,1116,16961
67,1,19,19,19
67,9,63,44,63
67,2,204,160,223
67,5,336,113,336
67,3,127,14,350
67,4,104,104,454
67,10,404,13,467
67,6,278,147,614
67,11,161,14,628
67,7,612,598,1226
67,8,2889,2889,4115
67,12,9767,6280,10395
67,13,10,10,10405
67,14,1046,1046,11451
67,15,468,468,11919
67,16,220,220,12139
68,1,36,36,36
68,2,2452,2452,2488
68,3,723,723,3211
68,4,306,306,3517
68,13,600,600,4117
68,14,905,905,5022
68,15,561,561,5583
68,14,440,440,6023
68,15,1514,1514,7537
68,16,4422,4422,11959
69,1,635,635,635
69,2,511,511,1146
69,3,995,995,2141
69,4,166,166,2307
69,13,476,476,2783
69,14,297,297,3080
69,15,1388,1388,4468
69,16,1976,1976,6444
70,5,296,296,296
70,1,327,31,327
70,6,189,158,485
70,7,179,179,664
70,8,3,3,667
70,2,758,418,1085
70,3,168,168,1253
70,4,218,218,1471
70,13,25,25,1496
70,14,184,184,1680
70,15,157,157,1837
70,16,591,591,2428
71,5,52,52,52
71,1,434,382,434
71,2,694,694,1128
71,3,547,547,1675
71,6,1995,372,2047
71,7,900,900,2947
71,8,1109,1109,4056
71,4,4051,1670,5726
71,13,1279,1279,7005
71,14,362,362,7367
71,15,586,586,7953
71,14,294,294,8247
71,15,515,515,8762
71,16,793,793,9555
72,1,45,45,45
72,2,195,195,240
72,3,517,517,757
72,4,232,232,989
72,5,1217,228,1217
72,6,257,257,1474
72,7,800,800,2274
72,8,1965,1965,4239
72,13,445,445,4684
72,14,481,481,5165
72,15,704,704,5869
72,16,185,185,6054
73,5,187,187,187
73,1,362,175,362
73,2,1866,1866,2228
73,6,2531,490,2718
73,3,542,52,2770
73,2,335,335,3105
73,7,713,326,3431
73,3,453,127,3558
73,4,331,331,3889
73,6,1507,1049,4938
73,7,775,775,5713
73,8,372,372,6085
73,13,105,105,6190
73,14,340,340,6530
73,15,238,238,6768
73,14,611,611,7379
73,15,738,738,8117
73,16,135,135,8252
74,1,76,76,76
74,2,211,211,287
74,3,790,790,1077
74,4,180,180,1257
74,13,311,311,1568
74,14,1043,1043,2611
74,15,794,794,3405
74,16,965,965,4370
75,1,1938,1938,1938
75,2,1192,1192,3130
75,3,1058,1058,4188
75,2,206,206,4394
75,3,1026,1026,5420
75,4,2961,2961,8381
75,13,71,71,8452
75,14,84,84,8536
75,15,85,85,8621
75,16,166,166,8787
76,5,114,114,114
76,1,171,57,171
76,9,335,164,335
76,10,625,625,960
76,11,130,130,1090
76,6,1190,214,1304
76,10,264,50,1354
76,2,1383,200,1554
76,11,616,416,1970
76,7,700,34,2004
76,3,713,263,2267
76,4,1104,1104,3371
76,12,1703,302,3673
76,8,2423,754,4427
76,13,156,156,4583
76,14,291,291,4874
76,15,816,816,5690
76,14,374,374,6064
76,15,126,126,6190
76,16,3091,3091,9281
77,1,256,256,256
77,2,705,705,961
77,3,346,346,1307
77,4,15,15,1322
77,13,33,33,1355
77,14,90,90,1445
77,15,194,194,1639
77,16,295,295,1934
78,1,1791,1791,1791
78,2,1266,1266,3057
78,3,712,712,3769
78,4,338,338,4107
78,13,4266,4266,8373
78,14,846,846,9219
78,15,694,694,9913
78,16,60,60,9973
79,9,321,321,321
79,10,237,237,558
79,5,703,145,703
79,1,1343,640,1343
79,6,891,251,1594
79,2,329,78,1672
79,11,1128,14,1686
79,7,895,803,2489
79,10,1074,271,2760
79,3,1157,69,2829
79,6,392,52,2881
79,11,333,212,3093
79,12,111,111,3204
79,7,553,230,3434
79,2,1087,482,3916
79,3,441,441,4357
79,4,78,78,4435
79,8,1363,362,4797
79,13,12116,12116,16913
79,14,1095,1095,18008
79,15,1159,1159,19167
79,14,568,568,19735
79,15,143,143,19878
79,16,2985,2985,22863
80,1,5888,5888,5888
80,2,508,508,6396
80,3,1281,1281,7677
80,2,1841,1841,9518
80,3,598,598,10116
80,4,318,318,10434
80,13,1677,1677,12111
80,14,553,553,12664
80,15,1136,1136,13800
80,16,1575,1575,15375
81,5,1261,1261,1261
81,1,1436,175,1436
81,2,261,261,1697
81,3,116,116,1813
81,6,719,167,1980
81,2,779,612,2592
81,7,660,48,2640
81,8,120,120,2760
81,3,670,502,3262
81,4,1382,1382,4644
81,13,265,265,4909
81,14,264,264,5173
81,15,769,769,5942
81,14,767,767,6709
81,15,782,782,7491
81,16,24703,24703,32194
82,5,477,477,477
82,1,523,46,523
82,6,259,213,736
82,2,732,519,1255
82,7,668,149,1404
82,3,644,495,1899
82,2,707,707,2606
82,3,739,739,3345
82,4,2634,2634,5979
82,8,4826,251,6230
82,13,7,7,6237
82,14,280,280,6517
82,15,645,645,7162
82,16,17,17,7179
83,9,64,64,64
83,1,164,100,164
83,10,247,147,311
83,2,218,71,382
83,5,548,166,548
83,6,202,202,750
83,11,827,388,1138
83,3,855,99,1237
83,7,639,152,1389
83,4,300,148,1537
83,12,777,378,1915
83,8,4426,3900,5815
83,13,45,45,5860
83,14,307,307,6167
83,15,596,596,6763
83,16,34,34,6797
84,1,394,394,394
84,2,1505,1505,1899
84,3,904,904,2803
84,4,8477,8477,11280
84,13,3045,3045,14325
84,14,1192,1192,15517
84,15,527,527,16044
84,14,816,816,16860
84,15,485,485,17345
84,16,1658,1658,19003
85,9,8,8,8
85,10,592,592,600
85,5,1478,878,1478
85,11,1148,270,1748
85,1,1853,105,1853
85,2,204,204,2057
85,3,274,274,2331
85,6,2047,1194,3525
85,2,1478,284,3809
85,3,1130,1130,4939
85,7,1639,225,5164
85,4,595,370,5534
85,6,606,236,5770
85,7,893,893,6663
85,8,956,956,7619
85,12,7820,1949,9568
85,13,585,585,10153
85,14,930,930,11083
85,15,578,578,11661
85,14,417,417,12078
85,15,1483,1483,13561
85,16,1209,1209,14770
86,1,63,63,63
86,2,185,185,248
86,3,257,257,505
86,4,1048,1048,1553
86,13,1051,1051,2604
86,14,696,696,3300
86,15,795,795,4095
86,14,853,853,4948
86,15,591,591,5539
86,16,2063,2063,7602
87,1,117,117,117
87,2,342,342,459
87,3,595,595,1054
87,5,1773,719,1773
87,6,235,235,2008
87,7,864,864,2872
87,8,219,219,3091
87,4,7534,5497,8588
87,13,14028,14028,22616
87,14,1170,1170,23786
87,15,1049,1049,24835
87,16,814,814,25649
88,1,1654,1654,1654
88,2,1205,1205,2859
88,3,507,507,3366
88,4,39275,39275,42641
88,13,156,156,42797
88,14,452,452,43249
88,15,601,601,43850
88,14,1222,1222,45072
88,15,513,513,45585
88,16,4158,4158,49743
89,1,9,9,9
89,5,38,29,38
89,6,111,111,149
89,2,287,147,296
89,7,179,32,328
89,9,384,56,384
89,3,708,620,1004
89,10,737,117,1121
89,11,72,72,1193
89,8,889,24,1217
89,12,253,229,1446
89,4,850,408,1854
89,13,23,23,1877
89,14,211,211,2088
89,15,260,260,2348
89,16,1084,1084,3432
90,1,400,400,400
90,2,255,255,655
90,3,778,778,1433
90,5,1838,405,1838
90,6,840,840,2678
90,4,1359,114,2792
90,7,675,561,3353
90,8,1341,1341,4694
90,9,7160,2466,7160
90,10,437,437,7597
90,11,884,884,8481
90,12,88,88,8569
90,13,1135,1135,9704
